source,target
Customers/18221,Customers/17811
Customers/18221,Customers/16910
Customers/18221,Customers/17690
Customers/18221,Customers/18122
Customers/18221,Customers/17652
Customers/18221,Customers/13971
Customers/18221,Customers/15955
Customers/18221,Customers/17364
Customers/18221,Customers/14367
Customers/18221,Customers/17827
Customers/18221,Customers/15058
Customers/18221,Customers/16790
Customers/18221,Customers/12921
Customers/18221,Customers/14713
Customers/18221,Customers/12856
Customers/18221,Customers/14546
Customers/18221,Customers/16713
Customers/18221,Customers/13263
Customers/18221,Customers/17644
Customers/18221,Customers/16293
Customers/18221,Customers/14085
Customers/18221,Customers/14189
Customers/18221,Customers/14341
Customers/18221,Customers/14056
Customers/18221,Customers/13728
Customers/18221,Customers/14487
Customers/18221,Customers/12957
Customers/18221,Customers/17451
Customers/18221,Customers/15152
Customers/18221,Customers/17758
Customers/18221,Customers/15996
Customers/18221,Customers/13451
Customers/18221,Customers/16592
Customers/18221,Customers/15253
Customers/18221,Customers/18283
Customers/18221,Customers/17799
Customers/18221,Customers/16712
Customers/18221,Customers/16057
Customers/18221,Customers/17284
Customers/18221,Customers/15106
Customers/18221,Customers/16393
Customers/18221,Customers/13782
Customers/18221,Customers/15974
Customers/18221,Customers/17769
Customers/18221,Customers/13208
Customers/18221,Customers/14796
Customers/18221,Customers/13725
Customers/18221,Customers/15214
Customers/18221,Customers/17288
Customers/18221,Customers/14083
Customers/18221,Customers/14217
Customers/18221,Customers/15518
Customers/18221,Customers/12868
Customers/18221,Customers/17530
Customers/18221,Customers/15033
Customers/18221,Customers/17236
Customers/18221,Customers/14502
Customers/18221,Customers/13994
Customers/18221,Customers/16115
Customers/18221,Customers/17954
Customers/18221,Customers/17790
Customers/18221,Customers/15290
Customers/18221,Customers/16409
Customers/18221,Customers/17449
Customers/18221,Customers/16764
Customers/18221,Customers/17581
Customers/18221,Customers/18065
Customers/18221,Customers/14159
Customers/18221,Customers/14639
Customers/18221,Customers/18116
Customers/18221,Customers/13267
Customers/18221,Customers/13018
Customers/18221,Customers/16173
Customers/18221,Customers/16912
Customers/18221,Customers/15235
Customers/18221,Customers/17682
Customers/18221,Customers/13804
Customers/18221,Customers/13695
Customers/18221,Customers/13769
Customers/18221,Customers/16326
Customers/18221,Customers/18075
Customers/18221,Customers/14769
Customers/18221,Customers/14730
Customers/18221,Customers/14388
Customers/18221,Customers/17027
Customers/18221,Customers/15547
Customers/18221,Customers/18041
Customers/18221,Customers/17164
Customers/18221,Customers/17813
Customers/18221,Customers/16837
Customers/18221,Customers/17442
Customers/18221,Customers/16686
Customers/18221,Customers/14534
Customers/18221,Customers/17463
Customers/18221,Customers/16813
Customers/18221,Customers/16241
Customers/18221,Customers/14667
Customers/18221,Customers/18168
Customers/18221,Customers/13717
Customers/18221,Customers/18069
Customers/18221,Customers/16550
Customers/18221,Customers/16892
Customers/18221,Customers/14092
Customers/18221,Customers/16775
Customers/18221,Customers/13871
Customers/18221,Customers/14210
Customers/18221,Customers/14810
Customers/18221,Customers/16150
Customers/18221,Customers/17377
Customers/18221,Customers/13138
Customers/18221,Customers/17651
Customers/18221,Customers/17346
Customers/18221,Customers/15993
Customers/18221,Customers/16145
Customers/18221,Customers/15861
Customers/18221,Customers/13069
Customers/18221,Customers/14702
Customers/18221,Customers/14562
Customers/18221,Customers/17612
Customers/18221,Customers/13527
Customers/18221,Customers/15271
Customers/18221,Customers/13268
Customers/18221,Customers/16168
Customers/18221,Customers/18172
Customers/18221,Customers/14587
Customers/18221,Customers/16549
Customers/18221,Customers/16186
Customers/18221,Customers/15622
Customers/18221,Customers/14883
Customers/18221,Customers/14112
Customers/18221,Customers/17220
Customers/18221,Customers/15719
Customers/18221,Customers/13418
Customers/18221,Customers/16348
Customers/18221,Customers/15301
Customers/18221,Customers/18219
Customers/18221,Customers/15555
Customers/18221,Customers/16600
Customers/18221,Customers/17613
Customers/18221,Customers/12948
Customers/18221,Customers/17068
Customers/18221,Customers/13148
Customers/18221,Customers/14462
Customers/18221,Customers/13715
Customers/18221,Customers/16678
Customers/18221,Customers/18223
Customers/18221,Customers/15078
Customers/18221,Customers/17611
Customers/18221,Customers/16477
Customers/18221,Customers/14456
Customers/18221,Customers/15365
Customers/18221,Customers/17091
Customers/18221,Customers/15159
Customers/18221,Customers/16316
Customers/18221,Customers/16818
Customers/18221,Customers/15811
Customers/18221,Customers/17677
Customers/18221,Customers/16931
Customers/18221,Customers/13880
Customers/18221,Customers/17287
Customers/18221,Customers/17372
Customers/18221,Customers/14719
Customers/18221,Customers/17965
Customers/18221,Customers/18236
Customers/18221,Customers/13184
Customers/18221,Customers/13767
Customers/18221,Customers/17659
Customers/18221,Customers/15750
Customers/18221,Customers/12951
Customers/18221,Customers/16033
Customers/18221,Customers/14215
Customers/18221,Customers/13089
Customers/18221,Customers/15059
Customers/18221,Customers/15860
Customers/18221,Customers/13013
Customers/18221,Customers/16744
Customers/18221,Customers/13305
Customers/18221,Customers/16771
Customers/18221,Customers/13534
Customers/18221,Customers/13488
Customers/18221,Customers/13047
Customers/18221,Customers/16875
Customers/18221,Customers/15511
Customers/18221,Customers/17861
Customers/18221,Customers/16670
Customers/18221,Customers/13668
Customers/18221,Customers/14849
Customers/18221,Customers/12949
Customers/18221,Customers/15708
Customers/18221,Customers/15379
Customers/18221,Customers/16743
Customers/18221,Customers/13317
Customers/18221,Customers/13999
Customers/18221,Customers/18241
Customers/18221,Customers/15601
Customers/18221,Customers/17109
Customers/18221,Customers/13571
Customers/18221,Customers/17894
Customers/18221,Customers/15581
Customers/18221,Customers/13319
Customers/18221,Customers/16700
Customers/18221,Customers/16407
Customers/18221,Customers/15804
Customers/18221,Customers/17126
Customers/18221,Customers/14419
Customers/18221,Customers/15755
Customers/18221,Customers/16992
Customers/18221,Customers/14201
Customers/18221,Customers/17231
Customers/18221,Customers/17162
Customers/18221,Customers/15021
Customers/18221,Customers/13117
Customers/18221,Customers/13610
Customers/18221,Customers/13709
Customers/18221,Customers/13102
Customers/18221,Customers/14227
Customers/18221,Customers/13969
Customers/18221,Customers/16710
Customers/18221,Customers/15696
Customers/18221,Customers/18118
Customers/18221,Customers/13704
Customers/18221,Customers/15356
Customers/18221,Customers/17562
Customers/18221,Customers/13004
Customers/18221,Customers/14895
Customers/18221,Customers/14711
Customers/18221,Customers/14472
Customers/18221,Customers/16791
Customers/18221,Customers/16016
Customers/18221,Customers/14704
Customers/18221,Customers/14194
Customers/18221,Customers/17338
Customers/18221,Customers/17870
Customers/18221,Customers/14723
Customers/18221,Customers/12963
Customers/18221,Customers/16923
Customers/18221,Customers/15249
Customers/18221,Customers/13012
Customers/18221,Customers/15906
Customers/18221,Customers/15498
Customers/18221,Customers/17348
Customers/18221,Customers/17634
Customers/18221,Customers/15867
Customers/18219,Customers/15570
Customers/18219,Customers/18245
Customers/18219,Customers/16255
Customers/18219,Customers/15227
Customers/18219,Customers/12843
Customers/18219,Customers/18226
Customers/18219,Customers/16782
Customers/18219,Customers/15508
Customers/18219,Customers/15024
Customers/18219,Customers/16360
Customers/18219,Customers/15910
Customers/18219,Customers/14312
Customers/18219,Customers/15038
Customers/18219,Customers/17706
Customers/18219,Customers/17191
Customers/18219,Customers/14527
Customers/18219,Customers/13468
Customers/18219,Customers/14825
Customers/18219,Customers/13742
Customers/18219,Customers/14178
Customers/18219,Customers/17576
Customers/18219,Customers/15039
Customers/18219,Customers/14243
Customers/18219,Customers/15594
Customers/18219,Customers/14344
Customers/18219,Customers/14976
Customers/18219,Customers/17609
Customers/18219,Customers/16549
Customers/18219,Customers/16942
Customers/18219,Customers/13924
Customers/18219,Customers/13137
Customers/18219,Customers/15023
Customers/18219,Customers/17811
Customers/18219,Customers/16910
Customers/18219,Customers/18122
Customers/18219,Customers/17690
Customers/18219,Customers/16794
Customers/18219,Customers/16474
Customers/18219,Customers/13971
Customers/18219,Customers/14367
Customers/18219,Customers/17364
Customers/18219,Customers/12856
Customers/18219,Customers/15058
Customers/18219,Customers/13860
Customers/18219,Customers/17827
Customers/18219,Customers/17757
Customers/18219,Customers/17460
Customers/18219,Customers/12921
Customers/18219,Customers/14546
Customers/18219,Customers/16713
Customers/18219,Customers/13263
Customers/18219,Customers/14713
Customers/18219,Customers/16790
Customers/18219,Customers/17975
Customers/18219,Customers/17644
Customers/18219,Customers/16293
Customers/18219,Customers/17451
Customers/18219,Customers/14085
Customers/18219,Customers/14214
Customers/18219,Customers/14056
Customers/18219,Customers/14189
Customers/18219,Customers/12957
Customers/18219,Customers/15996
Customers/18219,Customers/15152
Customers/18219,Customers/17758
Customers/18219,Customers/13451
Customers/18219,Customers/14709
Customers/18219,Customers/16592
Customers/18219,Customers/15253
Customers/18219,Customers/18283
Customers/18219,Customers/17799
Customers/18219,Customers/16712
Customers/18219,Customers/16057
Customers/18219,Customers/16928
Customers/18219,Customers/15106
Customers/18219,Customers/16393
Customers/18219,Customers/13782
Customers/18219,Customers/17988
Customers/18219,Customers/15974
Customers/18219,Customers/17769
Customers/18219,Customers/14796
Customers/18219,Customers/13208
Customers/18219,Customers/14030
Customers/18219,Customers/15214
Customers/18219,Customers/17211
Customers/18219,Customers/13755
Customers/18219,Customers/13636
Customers/18219,Customers/14083
Customers/18219,Customers/15518
Customers/18219,Customers/14583
Customers/18219,Customers/14217
Customers/18219,Customers/17530
Customers/18219,Customers/12868
Customers/18219,Customers/15033
Customers/18219,Customers/17236
Customers/18219,Customers/14502
Customers/18219,Customers/13994
Customers/18219,Customers/16115
Customers/18219,Customers/17954
Customers/18219,Customers/16764
Customers/18219,Customers/13549
Customers/18219,Customers/16409
Customers/18219,Customers/17449
Customers/18219,Customers/14201
Customers/18219,Customers/18065
Customers/18219,Customers/15290
Customers/18219,Customers/17790
Customers/18219,Customers/14159
Customers/18219,Customers/14639
Customers/18219,Customers/18116
Customers/18219,Customers/13267
Customers/18219,Customers/16173
Customers/18219,Customers/15311
Customers/18219,Customers/16912
Customers/18219,Customers/15235
Customers/18219,Customers/17682
Customers/18219,Customers/13911
Customers/18219,Customers/13804
Customers/18219,Customers/16455
Customers/18219,Customers/16326
Customers/18219,Customers/13695
Customers/18219,Customers/13769
Customers/18219,Customers/14769
Customers/18219,Customers/18075
Customers/18219,Customers/17027
Customers/18219,Customers/16877
Customers/18219,Customers/16059
Customers/18219,Customers/15547
Customers/18219,Customers/18041
Customers/18219,Customers/17164
Customers/18219,Customers/17243
Customers/18219,Customers/17813
Customers/18219,Customers/16837
Customers/18219,Customers/14395
Customers/18219,Customers/16686
Customers/18219,Customers/17442
Customers/18219,Customers/14534
Customers/18219,Customers/16241
Customers/18219,Customers/17463
Customers/18219,Customers/12947
Customers/18219,Customers/14667
Customers/18219,Customers/18069
Customers/18219,Customers/16775
Customers/18219,Customers/13717
Customers/18219,Customers/16550
Customers/18219,Customers/14092
Customers/18219,Customers/16892
Customers/18219,Customers/14210
Customers/18219,Customers/14810
Customers/18219,Customers/16150
Customers/18219,Customers/17377
Customers/18219,Customers/13138
Customers/18219,Customers/17346
Customers/18219,Customers/15993
Customers/18219,Customers/16145
Customers/18219,Customers/14702
Customers/18219,Customers/13069
Customers/18219,Customers/14562
Customers/18219,Customers/17612
Customers/18219,Customers/13527
Customers/18219,Customers/15271
Customers/18219,Customers/16168
Customers/18219,Customers/14587
Customers/18219,Customers/16186
Customers/18219,Customers/15044
Customers/18219,Customers/14883
Customers/18219,Customers/17220
Customers/18219,Customers/15719
Customers/18219,Customers/17735
Customers/18219,Customers/16348
Customers/18219,Customers/15555
Customers/18219,Customers/16600
Customers/18219,Customers/16085
Customers/18219,Customers/17613
Customers/18219,Customers/12948
Customers/18219,Customers/17068
Customers/18219,Customers/13148
Customers/18219,Customers/17348
Customers/18219,Customers/14462
Customers/18219,Customers/17611
Customers/18219,Customers/18223
Customers/18219,Customers/17091
Customers/18219,Customers/14099
Customers/18219,Customers/16477
Customers/18219,Customers/14456
Customers/18219,Customers/15365
Customers/18219,Customers/14653
Customers/18219,Customers/16818
Customers/18219,Customers/15811
Customers/18219,Customers/16931
Customers/18219,Customers/13880
Customers/18219,Customers/14719
Customers/18219,Customers/17287
Customers/18219,Customers/17372
Customers/18219,Customers/17965
Customers/18219,Customers/18236
Customers/18219,Customers/15916
Customers/18219,Customers/16945
Customers/18219,Customers/13184
Customers/18219,Customers/17114
Customers/18219,Customers/13767
Customers/18219,Customers/17659
Customers/18219,Customers/12951
Customers/18219,Customers/16033
Customers/18219,Customers/14215
Customers/18219,Customers/14211
Customers/18219,Customers/15860
Customers/18219,Customers/16434
Customers/18219,Customers/13013
Customers/18219,Customers/16744
Customers/18219,Customers/13305
Customers/18219,Customers/13534
Customers/18219,Customers/13488
Customers/18219,Customers/16875
Customers/18219,Customers/13047
Customers/18219,Customers/15511
Customers/18219,Customers/14573
Customers/18219,Customers/15867
Customers/18219,Customers/16915
Customers/18219,Customers/13668
Customers/18219,Customers/15708
Customers/18219,Customers/12949
Customers/18219,Customers/16880
Customers/18219,Customers/14849
Customers/18219,Customers/15379
Customers/18219,Customers/13232
Customers/18219,Customers/13317
Customers/18219,Customers/13999
Customers/18219,Customers/18241
Customers/18219,Customers/15601
Customers/18219,Customers/17109
Customers/18219,Customers/17894
Customers/18219,Customers/14221
Customers/18219,Customers/15581
Customers/18219,Customers/13319
Customers/18219,Customers/16700
Customers/18219,Customers/16407
Customers/18219,Customers/15804
Customers/18219,Customers/17126
Customers/18219,Customers/14419
Customers/18219,Customers/17231
Customers/18219,Customers/14701
Customers/18219,Customers/13709
Customers/18219,Customers/15021
Customers/18219,Customers/17837
Customers/18219,Customers/13610
Customers/18219,Customers/17162
Customers/18219,Customers/13969
Customers/18219,Customers/14227
Customers/18219,Customers/13117
Customers/18219,Customers/15453
Customers/18219,Customers/17214
Customers/18219,Customers/16710
Customers/18219,Customers/17063
Customers/18219,Customers/15696
Customers/18219,Customers/17213
Customers/18219,Customers/13704
Customers/18219,Customers/15356
Customers/18219,Customers/17562
Customers/18219,Customers/15752
Customers/18219,Customers/13004
Customers/18219,Customers/14711
Customers/18219,Customers/17338
Customers/18219,Customers/16791
Customers/18219,Customers/16016
Customers/18219,Customers/14194
Customers/18219,Customers/14704
Customers/18219,Customers/14472
Customers/18219,Customers/14723
Customers/18219,Customers/16923
Customers/18219,Customers/15249
Customers/18219,Customers/13012
Customers/18219,Customers/15906
Customers/18219,Customers/13871
Customers/18219,Customers/14901
Customers/18219,Customers/14732
Customers/18219,Customers/17634
Customers/18219,Customers/15737
Customers/18180,Customers/15570
Customers/18180,Customers/18245
Customers/18180,Customers/13588
Customers/18180,Customers/16255
Customers/18180,Customers/13700
Customers/18180,Customers/16360
Customers/18180,Customers/18226
Customers/18180,Customers/16782
Customers/18180,Customers/15024
Customers/18180,Customers/15358
Customers/18180,Customers/14312
Customers/18180,Customers/15910
Customers/18180,Customers/16170
Customers/18180,Customers/14527
Customers/18180,Customers/13468
Customers/18180,Customers/13742
Customers/18180,Customers/14178
Customers/18180,Customers/17576
Customers/18180,Customers/17238
Customers/18180,Customers/15039
Customers/18180,Customers/14243
Customers/18180,Customers/15594
Customers/18180,Customers/12839
Customers/18180,Customers/13924
Customers/18180,Customers/16549
Customers/18180,Customers/15737
Customers/18180,Customers/13137
Customers/18180,Customers/15023
Customers/18180,Customers/17920
Customers/18180,Customers/17811
Customers/18180,Customers/17690
Customers/18180,Customers/18122
Customers/18180,Customers/16918
Customers/18180,Customers/16910
Customers/18180,Customers/18077
Customers/18180,Customers/17228
Customers/18180,Customers/16794
Customers/18180,Customers/14698
Customers/18180,Customers/17652
Customers/18180,Customers/16474
Customers/18180,Customers/13971
Customers/18180,Customers/16942
Customers/18180,Customers/16987
Customers/18180,Customers/17827
Customers/18180,Customers/12856
Customers/18180,Customers/13860
Customers/18180,Customers/12921
Customers/18180,Customers/17757
Customers/18180,Customers/15058
Customers/18180,Customers/16790
Customers/18180,Customers/14546
Customers/18180,Customers/16713
Customers/18180,Customers/13263
Customers/18180,Customers/18044
Customers/18180,Customers/17629
Customers/18180,Customers/17071
Customers/18180,Customers/14713
Customers/18180,Customers/16293
Customers/18180,Customers/17451
Customers/18180,Customers/13230
Customers/18180,Customers/14341
Customers/18180,Customers/14189
Customers/18180,Customers/14487
Customers/18180,Customers/14085
Customers/18180,Customers/12957
Customers/18180,Customers/15152
Customers/18180,Customers/17758
Customers/18180,Customers/15443
Customers/18180,Customers/13451
Customers/18180,Customers/16592
Customers/18180,Customers/17799
Customers/18180,Customers/18283
Customers/18180,Customers/16712
Customers/18180,Customers/14132
Customers/18180,Customers/16057
Customers/18180,Customers/16426
Customers/18180,Customers/13890
Customers/18180,Customers/13208
Customers/18180,Customers/15214
Customers/18180,Customers/17211
Customers/18180,Customers/13636
Customers/18180,Customers/14083
Customers/18180,Customers/12877
Customers/18180,Customers/14217
Customers/18180,Customers/14583
Customers/18180,Customers/12868
Customers/18180,Customers/17530
Customers/18180,Customers/15033
Customers/18180,Customers/14502
Customers/18180,Customers/13994
Customers/18180,Customers/16115
Customers/18180,Customers/17954
Customers/18180,Customers/17790
Customers/18180,Customers/13549
Customers/18180,Customers/16409
Customers/18180,Customers/18065
Customers/18180,Customers/17581
Customers/18180,Customers/14135
Customers/18180,Customers/14159
Customers/18180,Customers/14639
Customers/18180,Customers/18116
Customers/18180,Customers/13267
Customers/18180,Customers/16173
Customers/18180,Customers/15311
Customers/18180,Customers/13018
Customers/18180,Customers/15235
Customers/18180,Customers/13983
Customers/18180,Customers/17682
Customers/18180,Customers/13695
Customers/18180,Customers/13769
Customers/18180,Customers/18075
Customers/18180,Customers/14769
Customers/18180,Customers/14730
Customers/18180,Customers/14057
Customers/18180,Customers/17027
Customers/18180,Customers/16059
Customers/18180,Customers/15529
Customers/18180,Customers/15547
Customers/18180,Customers/18041
Customers/18180,Customers/17243
Customers/18180,Customers/16042
Customers/18180,Customers/17813
Customers/18180,Customers/16837
Customers/18180,Customers/17069
Customers/18180,Customers/14395
Customers/18180,Customers/17442
Customers/18180,Customers/16813
Customers/18180,Customers/16686
Customers/18180,Customers/16241
Customers/18180,Customers/14667
Customers/18180,Customers/18168
Customers/18180,Customers/13717
Customers/18180,Customers/16775
Customers/18180,Customers/16550
Customers/18180,Customers/16892
Customers/18180,Customers/14092
Customers/18180,Customers/17377
Customers/18180,Customers/17346
Customers/18180,Customers/15993
Customers/18180,Customers/16145
Customers/18180,Customers/14688
Customers/18180,Customers/14702
Customers/18180,Customers/15861
Customers/18180,Customers/17612
Customers/18180,Customers/14562
Customers/18180,Customers/13527
Customers/18180,Customers/15271
Customers/18180,Customers/16726
Customers/18180,Customers/14071
Customers/18180,Customers/13268
Customers/18180,Customers/16168
Customers/18180,Customers/14748
Customers/18180,Customers/13309
Customers/18180,Customers/14587
Customers/18180,Customers/16770
Customers/18180,Customers/15044
Customers/18180,Customers/17961
Customers/18180,Customers/15687
Customers/18180,Customers/14112
Customers/18180,Customers/17220
Customers/18180,Customers/15719
Customers/18180,Customers/16725
Customers/18180,Customers/13418
Customers/18180,Customers/16348
Customers/18180,Customers/15301
Customers/18180,Customers/17412
Customers/18180,Customers/16085
Customers/18180,Customers/17613
Customers/18180,Customers/13991
Customers/18180,Customers/16332
Customers/18180,Customers/13148
Customers/18180,Customers/12948
Customers/18180,Customers/17611
Customers/18180,Customers/18223
Customers/18180,Customers/13862
Customers/18180,Customers/14099
Customers/18180,Customers/16477
Customers/18180,Customers/14456
Customers/18180,Customers/15365
Customers/18180,Customers/17865
Customers/18180,Customers/17091
Customers/18180,Customers/13110
Customers/18180,Customers/14653
Customers/18180,Customers/16316
Customers/18180,Customers/16818
Customers/18180,Customers/13599
Customers/18180,Customers/16891
Customers/18180,Customers/16931
Customers/18180,Customers/17365
Customers/18180,Customers/14719
Customers/18180,Customers/17372
Customers/18180,Customers/17965
Customers/18180,Customers/18236
Customers/18180,Customers/15916
Customers/18180,Customers/16945
Customers/18180,Customers/17114
Customers/18180,Customers/12951
Customers/18180,Customers/15750
Customers/18180,Customers/16033
Customers/18180,Customers/13198
Customers/18180,Customers/13089
Customers/18180,Customers/15059
Customers/18180,Customers/16899
Customers/18180,Customers/16744
Customers/18180,Customers/18225
Customers/18180,Customers/14547
Customers/18180,Customers/16875
Customers/18180,Customers/16670
Customers/18180,Customers/15708
Customers/18180,Customers/12949
Customers/18180,Customers/16880
Customers/18180,Customers/12826
Customers/18180,Customers/15379
Customers/18180,Customers/13232
Customers/18180,Customers/13999
Customers/18180,Customers/15601
Customers/18180,Customers/17109
Customers/18180,Customers/13571
Customers/18180,Customers/14221
Customers/18180,Customers/13319
Customers/18180,Customers/16161
Customers/18180,Customers/15755
Customers/18180,Customers/16992
Customers/18180,Customers/17231
Customers/18180,Customers/14701
Customers/18180,Customers/13709
Customers/18180,Customers/15021
Customers/18180,Customers/13117
Customers/18180,Customers/13610
Customers/18180,Customers/13102
Customers/18180,Customers/14227
Customers/18180,Customers/13269
Customers/18180,Customers/15453
Customers/18180,Customers/17214
Customers/18180,Customers/16710
Customers/18180,Customers/15696
Customers/18180,Customers/18118
Customers/18180,Customers/17213
Customers/18180,Customers/13704
Customers/18180,Customers/15752
Customers/18180,Customers/13004
Customers/18180,Customers/16904
Customers/18180,Customers/15134
Customers/18180,Customers/17338
Customers/18180,Customers/14711
Customers/18180,Customers/16791
Customers/18180,Customers/16016
Customers/18180,Customers/14194
Customers/18180,Customers/14704
Customers/18180,Customers/17870
Customers/18180,Customers/14723
Customers/18180,Customers/16923
Customers/18180,Customers/17348
Customers/18180,Customers/17160
Customers/18180,Customers/14524
Customers/18180,Customers/17634
Customers/18180,Customers/15867
Customers/18168,Customers/15570
Customers/18168,Customers/16255
Customers/18168,Customers/16360
Customers/18168,Customers/15508
Customers/18168,Customers/16607
Customers/18168,Customers/15910
Customers/18168,Customers/15358
Customers/18168,Customers/15038
Customers/18168,Customers/17706
Customers/18168,Customers/14527
Customers/18168,Customers/13468
Customers/18168,Customers/13742
Customers/18168,Customers/14178
Customers/18168,Customers/17576
Customers/18168,Customers/15039
Customers/18168,Customers/14243
Customers/18168,Customers/17238
Customers/18168,Customers/15827
Customers/18168,Customers/12839
Customers/18168,Customers/16549
Customers/18168,Customers/16942
Customers/18168,Customers/17920
Customers/18168,Customers/15596
Customers/18168,Customers/17811
Customers/18168,Customers/16910
Customers/18168,Customers/18122
Customers/18168,Customers/17652
Customers/18168,Customers/12856
Customers/18168,Customers/15058
Customers/18168,Customers/18044
Customers/18168,Customers/17757
Customers/18168,Customers/13263
Customers/18168,Customers/17629
Customers/18168,Customers/17644
Customers/18168,Customers/14085
Customers/18168,Customers/13230
Customers/18168,Customers/14189
Customers/18168,Customers/14056
Customers/18168,Customers/13728
Customers/18168,Customers/12957
Customers/18168,Customers/15152
Customers/18168,Customers/15443
Customers/18168,Customers/13451
Customers/18168,Customers/16592
Customers/18168,Customers/17799
Customers/18168,Customers/18283
Customers/18168,Customers/16057
Customers/18168,Customers/17284
Customers/18168,Customers/15106
