var_1,desc_1,var_2,desc_2,corr
21131,GOLD_STANDING_GNOME,71406C,BLACK_ORANGE_SQUEEZER,0.8211937319873637
21147,JINGLE_BELLS_TREE_DECORATION,72800D,4_BLUE_DINNER_CANDLES_SILVER_FLOCK,0.836410300364314
21157,RED_RETROSPOT_WASHBAG,22792,FLUTED_ANTIQUE_CANDLE_HOLDER,0.8172965571407661
21157,RED_RETROSPOT_WASHBAG,85130D,BEADED_CRYSTAL_HEART_PINK_LARGE,0.8138839870224035
21158,MOODY_GIRL_DOOR_HANGER_,21159,MOODY_BOY__DOOR_HANGER_,0.8104938493223348
21167,WHITE_SAGE_INCENSE,23072,MARIE_ANTOINETTE_TRINKET_BOX_SILVER,0.8143605591243465
21202,DOLLY_HONEYCOMB_GARLAND,21369,MIRRORED_WALL_ART_SPLODGES,0.8048456287228567
21231,SWEETHEART_CERAMIC_TRINKET_BOX,21232,STRAWBERRY_CERAMIC_TRINKET_BOX,0.861007423888193
21239,PINK__POLKADOT_CUP,21240,BLUE_POLKADOT_CUP,0.852047561036886
21243,PINK__POLKADOT_PLATE_,21244,BLUE_POLKADOT_PLATE_,0.8535725327021644
21246,RED_RETROSPOT_BIG_BOWL,21630,FLOOR_CUSHION_ELEPHANT_CARNIVAL,0.8481436607181247
21249,WOODLAND__HEIGHT_CHART_STICKERS_,21251,DINOSAUR_HEIGHT_CHART_STICKER_SET,0.9379102053001909
21250,SET_OF_SKULL_WALL_STICKERS,21418,STARFISH_SOAP_DISH,0.8545450766112126
21285,RETROSPOT_CANDLE__MEDIUM,22157,ANGEL_DECORATION_WITH_LACE_PADDED,0.8194215981666305
21377,SMALL_CAMPHOR_WOOD_FIELD__MUSHROOM,21379,CAMPHOR_WOOD_PORTOBELLO_MUSHROOM,0.8121215623010899
21394,RED_POLKADOT_BEAKER_,21395,BLUE_POLKADOT_BEAKER_,0.9096317069979006
21400,RED_PUDDING_SPOON,21401,BLUE_PUDDING_SPOON,0.850986048517857
21418,STARFISH_SOAP_DISH,21562,HAWAIIAN_GRASS_SKIRT_,0.9222319402337742
21418,STARFISH_SOAP_DISH,47563A,RETRO_LONGBOARD_IRONING_BOARD_COVER,0.9163860937478423
21445,12_PINK_ROSE_PEG_PLACE_SETTINGS,21664,RIDGED_GLASS_STORAGE_JAR_CREAM_LID,0.8616222199190029
21445,12_PINK_ROSE_PEG_PLACE_SETTINGS,21666,RIDGED_GLASS_T-LIGHT_HOLDER,0.9055391025644339
21445,12_PINK_ROSE_PEG_PLACE_SETTINGS,21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,0.8467455291698697
21445,12_PINK_ROSE_PEG_PLACE_SETTINGS,21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,0.9158568225117988
21445,12_PINK_ROSE_PEG_PLACE_SETTINGS,22504,CABIN_BAG_VINTAGE_RETROSPOT,0.823167774456959
21445,12_PINK_ROSE_PEG_PLACE_SETTINGS,84352,SILVER_CHRISTMAS_TREE_BAUBLE_STAND_,0.937642484464967
21558,SKULL_LUNCH_BOX_WITH_CUTLERY_,21559,STRAWBERRY_LUNCH_BOX_WITH_CUTLERY,0.8915427049621956
21562,HAWAIIAN_GRASS_SKIRT_,47563A,RETRO_LONGBOARD_IRONING_BOARD_COVER,0.8859435373524529
21627,ELEPHANT_CARNIVAL_POUFFE,21630,FLOOR_CUSHION_ELEPHANT_CARNIVAL,0.8404209827526985
21629,SQUARE_FLOOR_CUSHION_VINTAGE_RED,21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,0.8401513275064986
21629,SQUARE_FLOOR_CUSHION_VINTAGE_RED,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.8211248375647942
21629,SQUARE_FLOOR_CUSHION_VINTAGE_RED,71406C,BLACK_ORANGE_SQUEEZER,0.8189112094981116
21656,RIDGED_GLASS_POSY_VASE_,84927A,WAKE_UP_COCKEREL_TILE_HOOK,0.8399667433178175
21662,VINTAGE_GLASS_COFFEE_CADDY,21664,RIDGED_GLASS_STORAGE_JAR_CREAM_LID,0.8522993493067613
21664,RIDGED_GLASS_STORAGE_JAR_CREAM_LID,21666,RIDGED_GLASS_T-LIGHT_HOLDER,0.8591738476796786
21664,RIDGED_GLASS_STORAGE_JAR_CREAM_LID,21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,0.8034008462002452
21664,RIDGED_GLASS_STORAGE_JAR_CREAM_LID,21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,0.8689329120440367
21664,RIDGED_GLASS_STORAGE_JAR_CREAM_LID,84352,SILVER_CHRISTMAS_TREE_BAUBLE_STAND_,0.8896023859361624
21666,RIDGED_GLASS_T-LIGHT_HOLDER,21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,0.8694167185707724
21666,RIDGED_GLASS_T-LIGHT_HOLDER,21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,0.9131959525447682
21666,RIDGED_GLASS_T-LIGHT_HOLDER,22504,CABIN_BAG_VINTAGE_RETROSPOT,0.8469358437495164
21666,RIDGED_GLASS_T-LIGHT_HOLDER,84352,SILVER_CHRISTMAS_TREE_BAUBLE_STAND_,0.9349183198735512
21668,RED_STRIPE_CERAMIC_DRAWER_KNOB,21669,BLUE_STRIPE_CERAMIC_DRAWER_KNOB,0.9123472867920617
21668,RED_STRIPE_CERAMIC_DRAWER_KNOB,21670,BLUE_SPOT_CERAMIC_DRAWER_KNOB,0.812837945990202
21668,RED_STRIPE_CERAMIC_DRAWER_KNOB,21672,WHITE_SPOT_RED_CERAMIC_DRAWER_KNOB,0.8800224271491872
21668,RED_STRIPE_CERAMIC_DRAWER_KNOB,21673,WHITE_SPOT_BLUE_CERAMIC_DRAWER_KNOB,0.8443418785136053
21669,BLUE_STRIPE_CERAMIC_DRAWER_KNOB,21672,WHITE_SPOT_RED_CERAMIC_DRAWER_KNOB,0.8191150279700755
21669,BLUE_STRIPE_CERAMIC_DRAWER_KNOB,21673,WHITE_SPOT_BLUE_CERAMIC_DRAWER_KNOB,0.8606497281483992
21672,WHITE_SPOT_RED_CERAMIC_DRAWER_KNOB,21673,WHITE_SPOT_BLUE_CERAMIC_DRAWER_KNOB,0.8594096706597065
21723,ALPHABET_HEARTS_STICKER_SHEET,22133,PINK_LOVE_HEART_SHAPE_CUP,0.9409855708028633
21723,ALPHABET_HEARTS_STICKER_SHEET,47518F,ICON_PLACEMAT_POP_ART_ELVIS,0.8818911385554649
21723,ALPHABET_HEARTS_STICKER_SHEET,84985A,SET_OF_72_GREEN_PAPER_DOILIES,0.9097774237029
21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,21849,SILVER_DIAMANTE_PEN_IN_GIFT_BOX,0.8926562568697344
21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,0.9541476210423596
21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,22504,CABIN_BAG_VINTAGE_RETROSPOT,0.8348522964504596
21846,PINK_DIAMANTE_PEN_IN_GIFT_BOX,84352,SILVER_CHRISTMAS_TREE_BAUBLE_STAND_,0.8742688424660722
21849,SILVER_DIAMANTE_PEN_IN_GIFT_BOX,21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,0.8086627946062126
21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,22504,CABIN_BAG_VINTAGE_RETROSPOT,0.8303268151105662
21850,BLUE__DIAMANTE_PEN_IN_GIFT_BOX,84352,SILVER_CHRISTMAS_TREE_BAUBLE_STAND_,0.9454176918326628
21851,LILAC_DIAMANTE_PEN_IN_GIFT_BOX,22289,HANGING_METAL_CHICKEN_DECORATION,0.8186073202145068
21899,"KEY_FOB_,_GARAGE_DESIGN",21900,"KEY_FOB_,_SHED",0.8117551289520654
21900,"KEY_FOB_,_SHED",21901,"KEY_FOB_,_BACK_DOOR_",0.8270892689333554
21901,"KEY_FOB_,_BACK_DOOR_",21902,"KEY_FOB_,_FRONT__DOOR_",0.8122481444727145
21913,VINTAGE_SEASIDE_JIGSAW_PUZZLES,22081,RIBBON_REEL_FLORA_+_FAUNA_,0.8227239189237897
21913,VINTAGE_SEASIDE_JIGSAW_PUZZLES,22550,HOLIDAY_FUN_LUDO,0.856102159306415
21913,VINTAGE_SEASIDE_JIGSAW_PUZZLES,22735,RIBBON_REEL_SOCKS_AND_MITTENS,0.8299736215287012
21913,VINTAGE_SEASIDE_JIGSAW_PUZZLES,23502,PLAYING_CARDS_VINTAGE_DOILY_,0.832652079989006
21925,UNION_STRIPE_CUSHION_COVER_,21926,RED/CREAM_STRIPE_CUSHION_COVER_,0.8943640652931549
21925,UNION_STRIPE_CUSHION_COVER_,21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,0.8880403781831083
21925,UNION_STRIPE_CUSHION_COVER_,22893,MINI_CAKE_STAND_T-LIGHT_HOLDER,0.8112202799186923
21925,UNION_STRIPE_CUSHION_COVER_,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.87203142472495
21925,UNION_STRIPE_CUSHION_COVER_,71406C,BLACK_ORANGE_SQUEEZER,0.869683545677593
21925,UNION_STRIPE_CUSHION_COVER_,85114B,IVORY_ENCHANTED_FOREST_PLACEMAT,0.8115135724631014
21926,RED/CREAM_STRIPE_CUSHION_COVER_,21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,0.8963611932636752
21926,RED/CREAM_STRIPE_CUSHION_COVER_,22893,MINI_CAKE_STAND_T-LIGHT_HOLDER,0.814580579953585
21926,RED/CREAM_STRIPE_CUSHION_COVER_,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.8755399159272523
21926,RED/CREAM_STRIPE_CUSHION_COVER_,71406C,BLACK_ORANGE_SQUEEZER,0.8731852875894578
21926,RED/CREAM_STRIPE_CUSHION_COVER_,85114B,IVORY_ENCHANTED_FOREST_PLACEMAT,0.8148978227219512
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22041,"RECORD_FRAME_7""_SINGLE_SIZE_",0.8688499626049474
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22134,MINI_LADLE_LOVE_HEART_RED_,0.8747013126663366
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22135,LADLE_LOVE_HEART_PINK,0.8930398798559466
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22222,CAKE_PLATE_LOVEBIRD_WHITE,0.8428639060027223
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22255,FELT_TOADSTOOL__SMALL,0.8028551300040175
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22475,SKULL_DESIGN_TV_DINNER_TRAY,0.8877308494048446
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22760,"TRAY,_BREAKFAST_IN_BED",0.8177545142399308
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22788,BROCANTE_COAT_RACK,0.8189453288249567
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22893,MINI_CAKE_STAND_T-LIGHT_HOLDER,0.9190825470048385
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,22954,HEN_PARTY_CORDON_BARRIER_TAPE,0.8673647399285044
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,46000R,POLYESTER_FILLER_PAD_45x30cm,0.9014422672117631
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,46000U,POLYESTER_FILLER_PAD_30CMx30CM,0.8637332844444997
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.9864123157030569
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,71406C,BLACK_ORANGE_SQUEEZER,0.9837972276999638
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,79160,HEART_SHAPE_WIRELESS_DOORBELL,0.8723973298687718
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,79321,CHILLI_LIGHTS,0.8143050120668534
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,84659A,WHITE_TRAVEL_ALARM_CLOCK,0.8097905970100252
21927,BLUE/CREAM_STRIPE_CUSHION_COVER_,85114B,IVORY_ENCHANTED_FOREST_PLACEMAT,0.9197583710821222
21928,JUMBO_BAG_SCANDINAVIAN_PAISLEY,85099B,JUMBO_BAG_RED_RETROSPOT,0.8121750251754828
21934,SKULL_SHOULDER_BAG,21935,SUKI__SHOULDER_BAG,0.820706489078373
21934,SKULL_SHOULDER_BAG,46118,FUNKY_MONKEY_CUSHION_COVER,0.8800707892848663
21987,PACK_OF_6_SKULL_PAPER_CUPS,21988,PACK_OF_6_SKULL_PAPER_PLATES,0.9237189634456773
22041,"RECORD_FRAME_7""_SINGLE_SIZE_",22893,MINI_CAKE_STAND_T-LIGHT_HOLDER,0.8180846117171955
22041,"RECORD_FRAME_7""_SINGLE_SIZE_",47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.8802648420035556
22041,"RECORD_FRAME_7""_SINGLE_SIZE_",71406C,BLACK_ORANGE_SQUEEZER,0.8778725717483902
22041,"RECORD_FRAME_7""_SINGLE_SIZE_",85114B,IVORY_ENCHANTED_FOREST_PLACEMAT,0.820444575593756
22049,WRAP_CHRISTMAS_SCREEN_PRINT,37479P,CUBIC_MUG_FLOCK_PINK_ON_BROWN,0.8394032922319289
22049,WRAP_CHRISTMAS_SCREEN_PRINT,72127,COLUMBIAN_CANDLE_ROUND_,0.8025909442521931
22049,WRAP_CHRISTMAS_SCREEN_PRINT,72130,COLUMBIAN_CANDLE_ROUND,0.8052059531483994
22049,WRAP_CHRISTMAS_SCREEN_PRINT,72131,COLUMBIAN_CANDLE_RECTANGLE,0.9095119711295575
22049,WRAP_CHRISTMAS_SCREEN_PRINT,90114,SUMMER_DAISIES_BAG_CHARM,0.9222388419617166
22049,WRAP_CHRISTMAS_SCREEN_PRINT,M,Manual,0.8117750305331557
22059,CERAMIC_STRAWBERRY_DESIGN_MUG,37448,CERAMIC_CAKE_DESIGN_SPOTTED_MUG,0.862234356062398
22079,RIBBON_REEL_HEARTS_DESIGN_,22081,RIBBON_REEL_FLORA_+_FAUNA_,0.8354951597087608
22079,RIBBON_REEL_HEARTS_DESIGN_,22735,RIBBON_REEL_SOCKS_AND_MITTENS,0.8089467795663019
22081,RIBBON_REEL_FLORA_+_FAUNA_,22735,RIBBON_REEL_SOCKS_AND_MITTENS,0.8725521059794199
22081,RIBBON_REEL_FLORA_+_FAUNA_,22736,RIBBON_REEL_MAKING_SNOWMEN_,0.8334498636760596
22081,RIBBON_REEL_FLORA_+_FAUNA_,23502,PLAYING_CARDS_VINTAGE_DOILY_,0.8334448662481933
22087,PAPER_BUNTING_WHITE_LACE,47422,ASSORTED_MONKEY_SUCTION_CUP_HOOK,0.8386748331830274
22108,PING!_MICROWAVE_PLATE,22190,LOCAL_CAFE_MUG,0.8261353611953882
22133,PINK_LOVE_HEART_SHAPE_CUP,47518F,ICON_PLACEMAT_POP_ART_ELVIS,0.9177708395497359
22133,PINK_LOVE_HEART_SHAPE_CUP,84985A,SET_OF_72_GREEN_PAPER_DOILIES,0.9372203298321372
22134,MINI_LADLE_LOVE_HEART_RED_,22135,LADLE_LOVE_HEART_PINK,0.8134627166936095
22134,MINI_LADLE_LOVE_HEART_RED_,22893,MINI_CAKE_STAND_T-LIGHT_HOLDER,0.8244369200005566
22134,MINI_LADLE_LOVE_HEART_RED_,46000R,POLYESTER_FILLER_PAD_45x30cm,0.8050954354300541
22134,MINI_LADLE_LOVE_HEART_RED_,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.8860135899000277
22134,MINI_LADLE_LOVE_HEART_RED_,71406C,BLACK_ORANGE_SQUEEZER,0.8836339224056723
22134,MINI_LADLE_LOVE_HEART_RED_,85114B,IVORY_ENCHANTED_FOREST_PLACEMAT,0.8313862151255286
22135,LADLE_LOVE_HEART_PINK,22475,SKULL_DESIGN_TV_DINNER_TRAY,0.8178766320019581
22135,LADLE_LOVE_HEART_PINK,22893,MINI_CAKE_STAND_T-LIGHT_HOLDER,0.8421890798312138
22135,LADLE_LOVE_HEART_PINK,22954,HEN_PARTY_CORDON_BARRIER_TAPE,0.8017669137104659
22135,LADLE_LOVE_HEART_PINK,46000R,POLYESTER_FILLER_PAD_45x30cm,0.8223563466553537
22135,LADLE_LOVE_HEART_PINK,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.9045393530025024
22135,LADLE_LOVE_HEART_PINK,71406C,BLACK_ORANGE_SQUEEZER,0.9021242958693074
22135,LADLE_LOVE_HEART_PINK,85114B,IVORY_ENCHANTED_FOREST_PLACEMAT,0.8533005942453015
22152,PLACE_SETTING_WHITE_STAR,22420,LIPSTICK_PEN_BABY_PINK,0.8426039076109089
22152,PLACE_SETTING_WHITE_STAR,22421,LIPSTICK_PEN_FUSCHIA,0.832514472258776
22175,PINK_OWL_SOFT_TOY,22176,BLUE_OWL_SOFT_TOY,0.8809027313090432
22216,T-LIGHT_HOLDER_WHITE_LACE,22420,LIPSTICK_PEN_BABY_PINK,0.8576125504268841
22216,T-LIGHT_HOLDER_WHITE_LACE,22421,LIPSTICK_PEN_FUSCHIA,0.8483486286814208
22222,CAKE_PLATE_LOVEBIRD_WHITE,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.8457686927048117
22222,CAKE_PLATE_LOVEBIRD_WHITE,71406C,BLACK_ORANGE_SQUEEZER,0.8434285415962284
22255,FELT_TOADSTOOL__SMALL,47421,ASSORTED_COLOUR_LIZARD_SUCTION_HOOK,0.8136959402838456
22255,FELT_TOADSTOOL__SMALL,71406C,BLACK_ORANGE_SQUEEZER,0.8115053004447449
22300,COFFEE_MUG_DOG_+_BALL_DESIGN,22301,COFFEE_MUG_CAT_+_BIRD_DESIGN,0.9692332999155524
22343,PARTY_PIZZA_DISH_RED_RETROSPOT,22345,PARTY_PIZZA_DISH_BLUE_POLKADOT,0.8077494668864001
22379,RECYCLING_BAG_RETROSPOT_,22381,TOY_TIDY_PINK_POLKADOT,0.9092340479306835
22380,TOY_TIDY_SPACEBOY__,22664,TOY_TIDY_DOLLY_GIRL_DESIGN,0.8219759092293859
